time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z,euler_x,euler_y,euler_z,thrust_force_x,thrust_force_y,thrust_force_z,thrust_force_mag,thrust_slack,mass
6.019496,5.274753,5.274232,5.273711,5.273189,5.272667,5.272145,0.000000,0.000000,9.818573,-0.000000,0.000000,0.000000,0.000000,0.000000,9.818573,9.818573,7.623952,1.000000
6.087899,5.271622,5.271099,5.270576,5.270052,5.269528,5.269004,0.000000,0.000000,-0.875469,-0.000000,3.141593,0.000000,0.000000,0.000000,-0.875469,0.875469,0.000000,1.000000
6.156303,5.268479,5.267953,5.267427,5.266901,5.266373,5.265845,0.000000,0.000000,9.719559,-0.000000,0.000000,0.000000,0.000000,0.000000,9.719559,9.719559,0.000000,1.000000
6.224706,5.265316,5.264786,5.264256,5.263725,5.263193,5.262661,0.000000,0.000000,-1.046431,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.046431,1.046431,7.581700,1.000000
6.293109,5.262129,5.261597,5.261065,5.260533,5.260000,5.259467,0.000000,0.000000,9.604387,-0.000000,0.000000,0.000000,0.000000,0.000000,9.604387,9.604387,0.000000,1.000000
6.361513,5.258933,5.258401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.189097,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.189097,1.189097,0.000000,1.000000
6.429916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.475726,-0.000000,0.000000,0.000000,0.000000,0.000000,9.475726,9.475726,7.994720,1.000000
6.498319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.308240,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.308240,1.308240,0.000000,1.000000
6.566723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.335876,-0.000000,0.000000,0.000000,0.000000,0.000000,9.335876,9.335876,0.000000,1.000000
6.635126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.406292,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.406292,1.406292,8.300147,1.000000
6.703529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.186894,-0.000000,0.000000,0.000000,0.000000,0.000000,9.186894,9.186894,0.000000,1.000000
6.771933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.485498,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.485498,1.485498,0.000000,1.000000
6.840336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.030556,-0.000000,0.000000,0.000000,0.000000,0.000000,9.030556,9.030556,8.543965,1.000000
6.908739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.549071,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.549071,1.549071,0.000000,1.000000
6.977143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.868299,-0.000000,0.000000,0.000000,0.000000,0.000000,8.868299,8.868299,0.000000,1.000000
7.045546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.600396,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.600396,1.600396,8.756726,1.000000
7.113950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.701240,-0.000000,0.000000,0.000000,0.000000,0.000000,8.701240,8.701240,0.000000,1.000000
7.182353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.642273,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.642273,1.642273,0.000000,1.000000
7.250756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.530246,-0.000000,0.000000,0.000000,0.000000,0.000000,8.530246,8.530246,8.953364,1.000000
7.319160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.676776,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.676776,1.676776,0.000000,1.000000
